description
Contributed course material — BIOSCI 761, University of Auckland
Workshop instructor — SLiM eco-evolutionary simulation workshop
Workshop instructor (upcoming) — eDNA bioinformatics workshop
Undergraduate teaching laboratory instructor/demonstrator
Postgraduate student supervision (multiple students)
